,Pid,Name,ShortDescription,Description,CategoryId,Category,ImageURL,Dudedeals Category (Dudedeals Classification),Price,PriceCurrency,SalePrice,FinalPrice,IsInStock,Keywords,Brand,Manufacturer,MPN,UPCorEAN,SKU,Color,Gender,Size,Condition,DeepLinkURL,LinkUrl
82937,163572.156074.BE8E64811E10C72A.27A56358AEB42021.7458078,Columbia Men's Pebble Peak Down Hooded Jacket - Large - City Grey,,"The Columbia Men's Pebble Peak Down Hooded Jacket is a down insulated jacket for backpacking, skiing, and everyday life. Seriously toasty warm, the 700 fill power down is boosted by Omni-Heat Infinity advanced thermal reflective at the interior. Wear it alone, under a shell, it's even zip-in compatible with a few of Columbia's shells. Pack it into the hand pocket for easy travel and packing, it'll be there when you need it. Features of the Columbia Men's Pebble Peak Down Jacket Omni-HEAT Infinity advanced thermal reflective Heat Seal Construction RDS certified down Zip-in and 3-point INTERCHANGE SYSTEM 700 fill power goose down Insulation Binding at hood Zippered chest pocket Zippered hand pockets Drawcord adjustable hem Packable into hand pocket Fabric Details Shell: 100% Polyester Lining: 100% Polyester Insulation: 700 Fill Power Goose Down Insulation, RDS Certified",5598,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10580655x1066665_zm?$product1000$,Clothing;Clothing/Jackets & Coats;,229.95,,148.99,148.99,TRUE,,,Columbia,2008311023,194895728221,7458078,City Grey,male,Large,New,https://www.moosejaw.com/product/columbia-men-s-pebble-peak-down-hooded-jacket_10580655,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.27A56358AEB42021.7458078
99769,213318.2.AB88E2261667EF7F.6E871E4122953188.194956605157,Nike React Infinity Pro Golf Shoes 12155451- 9 Wide Sail/Light,,"Nike React Infinity Pro Golf ShoesBuilt with revolutionary cushioning   innovative traction, the Nike Men's React Infinity Pro Golf Shoes give you the support, comfort and grip you need to play at your best.On-Course Comfort - Redefined.Breathable Support: Breathable textile is paired with thin, flexible NIKESKIN technology to help keep out water and to make it easy for you to keep your shoes clean. A midfoot overlay and an internal heel counter help stabilize your foot through your swing.Cushioned Responsiveness: Nike React technology is a lightweight, durable foam that delivers a smooth, responsive ride. A foam sockliner adds extra cushioning.Innovative Traction: Piston spikes and a data-informed traction pattern give you exceptional grip. The spikes are designed to compress with pressure for better energy return and extra comfort throughout your round.",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9554979_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,119.99,USD,79.99,79.99,TRUE,,Nike,Nike,194956605157,194956605157,194956605157,crimson tint,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000908953,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.6E871E4122953188.194956605157
1466,168622.1.9610.8DFF19F47EE91D87.BER-0862-4,Berkley Powerbait Grass Pig - 5in - Blue Pearl,"Pro-Designed with help of professional angler Bobby Lane, the Berkley Grass Pig has been a staple swimbait for anglers for years. With the addition of Berkleyâ&#8364;&trade;s Powerbait attractant, the Powerbait Grass Pig brings it to the next level. The Powerbait Grass Pig is designed with a flat nose that sits flush with your favorite jig head, along with a beefed up body that stands up to some serious abuse. The high action tail kicks at even the slowest of speeds to call fish to bite. Once th","Pro-Designed with help of professional angler Bobby Lane, the Berkley Grass Pig has been a staple swimbait for anglers for years. With the addition of Berkleyâ&#8364;&trade;s Powerbait attractant, the Powerbait Grass Pig brings it to the next level. The Powerbait Grass Pig is designed with a flat nose that sits flush with your favorite jig head, along with a beefed up body that stands up to some serious abuse. The high action tail kicks at even the slowest of speeds to call fish to bite. Once they do, the Powerbait infusion caused them to hold on longer to ensure a solid hook set. Available in a number of Berkleyâ&#8364;&trade;s top colors, this is one swimbait that is sure to impress",3603,Sporting Goods > Outdoor Recreation > Fishing > Fishing Tackle > Fishing Baits & Lures,https://i.tackledirect.com/images/imgfull/berkley-powerbait-grass-pig-pbgp5-bprl.jpg,Fishing;Fishing/Lures & Baits;,3.99,USD,2.99,2.99,TRUE,,Berkley,Berkley,PBGP5-BPRL,28632293904,BER-0862-4,,,,,https://www.tackledirect.com/berkley-powerbait-grass-pig.html?mainc=berkley-powerbait-grass-pig-5in&subc=BER-0862-4,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.168622.1.9610.8DFF19F47EE91D87.BER-0862-4
101474,213318.2.AB88E2261667EF7F.389F7FFC450E7BD6.854554004669,SkyCaddie LX2 GPS Watch 13203766- Black,,"SkyCaddie LX2 SmartWatch INTRODUCING THE NEW SKYCADDIE LX2 Using the same  next-generation  technology found in the award-winning SX family of rangefinders, the new SkyCaddie  LX2 delivers   in a wearable   all the information you need to play your best golf. With a simple, intuitive interface, powered by an ultra-fast multi-core processor, simple touch screen, and the most accurate course maps in the game, the SkyCaddie LX2 is the simplest way to get yardages you can trust.DON T COMPROMISE YOUR GAME. PLAY THE BEST TO BE YOUR BEST. LX2 Features:   Unbeatable sunlight readability, super lightweight   modern design NO ANNUAL FEE S REQUIRED with the GO PLAY plan option Preloaded with over 35,000 of SkyGolf's ground-verified, error-corrected maps to get accurate   dynamic distances to the front, center   back of green 1.28-inch (3.25 cm) JDI touch screen providing unbeatable sunlight readability while using less power Auto-course recognition and auto-hole advance Digital scorecard and stats Measure Shot distances Water Resistant: 3 ATM 6-Month Consumer Limited Warranty! Optional upgrade to a 12-Month SkyCaddie Extended Warranty  UNBEATABLE SUNLIGHT READABLITY WITH TOUCHSCREEN The SkyCaddie LX2 offers an unbeatable, sunlight readable, JDI color touch screen at 1.28inches. A responsive and easy-to-use interface makes navigating during play almost touch free. GROUND-VERIFIED COURSE MAPS* The SkyCaddie LX2 comes preloaded with over 35,000 ground-verified, error-corrected course maps without the short-cuts taken by the competition.* Only SkyCaddie walks each course to record thousands of points with sub-meter precision because we know that you cannot trust your club if you cannot trust your distances. Knowing and TRUSTING critical distances lets you manage your game and eliminate those 6, 7, and 8 s from your scorecard!*Note that at least one competitor actually states that the imagery used to produce their course maps actually is unreliable because they believe more reliable information is either not available or too expensive! SkyCaddie knows this is true, but we invest the time and the money to provide reliable course data because WE BELIEVE YOUR GAME IS WORTH IT. A STYLISH SMARWATCH, ON OR OFF THE GOLF COURSE The SkyCaddie LX2 is super lightweight and comfortable to wear. Its modern feel and handsome looks make it a versatile watch for use both on and off the course. The LX2 s JDI touchscreen display allows you to see information on the screen in direct sunlight, and its water-resistant casing can handle any weather. FITNESS FEATURES TO STAY HEALTHY The SkyCaddie LX2 is equipped with step counter, step goals, stopwatch, and timer.",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9802427_2,Sports;Sports/Golf;Sports/Golf/Golf Accessories;,199.99,USD,149.99,149.99,TRUE,,Skycaddie,Skycaddie,854554004669,854554004669,854554004669,black,,,new,http://tracking.searchmarketing.com/click.asp?aid=520008760001047073,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.389F7FFC450E7BD6.854554004669
7938,185857.156052.20C5.C0255C039CE46708.4395281,"Sun Mountain 3.5 Ls Stand Bag 2022, Nylon in Sand Camo",,"html-body [data-pb-style=LCESY4R]{justify-content:flex-start;display:flex;flex-direction:column;background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}Like the ever-popular 2.5+, the Sun Mountain 3.5 LS Stand Bag is constructed with lightweight nylon fabric, high strength-to-weight plastic, and carbon fiber legs. While it is still an exceptional bag for the walking golfer, adding one pound allows the 3.5 to have a few more features, including several more pockets, a comfort-grip handle and an updated strap system. Sun Mountain 3.5 LS Stand Bag Features: 9.0"", 4-Way top with individual full-length dividers 10 Pockets Water-resistant, velour-lined valuables pocket Full-length apparel pocket Hydration pouch Multiple accessory pockets E-Z Lite Dual Strap System is easy to get on and off, and works well as a single strap for short carries Carry straps made with thick, high-density foam, and contoured to be wider at the shoulder for carrying comfort Grab handles are sewn into the strap as a carry-assist Ultra-lightweight, highly durable carbon fiber legs Matching rainhood included Weight: 3.8 lbs Authorized Sun Mountain Retailer Buy Sun Mountain Golf Bags | Sun Mountain 3.5 Ls Stand Bag 2022, Nylon in Sand Camo",1044,Sporting Goods > Outdoor Recreation > Golf > Golf Bags,https://www.carlsgolfland.com/media/catalog/product/s/u/sun_mountain_3_5_ls_stand_bag_2022_220037_sand_camo.jpg,Sports;Sports/Golf;Sports/Golf/Golf Accessories;,259.99,USD,219.99,219.99,TRUE,,Sun Mountain,Sun Mountain,4395281,,4395281,Sand Camo,,,New,https://www.carlsgolfland.com/sun-mountain-3-5-ls-stand-bag-2022?product=139671,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185857.156052.20C5.C0255C039CE46708.4395281
99298,213318.2.AB88E2261667EF7F.F79FA11E17C970B8.194578904713,PUMA Grip Fusion Pro 3.0 Spikeless Golf Shoes 16004081- 16 Medium Puma,,"PUMA Grip Fusion Pro 3.0 Spikeless Golf ShoesFUSIONFOAM  Mix of super soft EVA foam and ultra-responsive rubber combine to provide unrivaled energy return and cushioning to keep you comfortable all day long.SOFTFOAM -Dual-density insole provides two unique layers of cushioning for customized comfort, fit and long-lasting durability.FUSION TRACTION -Hex traction lugs combined strategically placed in key areas to provide the traction that will grip the ground in the deepest of rough and oin the patio in front for you grill.GRIP COMFORT LAST  Ample volume and generous fit for an ultra-comfortable footwear experience.FEATURESGrip, 1 year waterproof, 90 day PUMA comfort guarantee",1043,Sporting Goods > Outdoor Recreation > Golf,https://worldwidegolf.vteximg.com.br/arquivos/ids/9480225_2,Sports;Sports/Golf;Sports/Golf/Golf Shoes;,94.99,USD,79.99,79.99,TRUE,,Puma,Puma,194578904713,194578904713,194578904713,quiet shade,,16,new,http://tracking.searchmarketing.com/click.asp?aid=520008760000898670,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.213318.2.AB88E2261667EF7F.F79FA11E17C970B8.194578904713
69476,163572.156074.BE8E64811E10C72A.ED1B18FAF36882A1.6935913,OTIS Up All Night Sunglasses - One Size - Matte Amber Tort/Brown Polarized,,"The OTIS Up All Night Sunglasses Are round lense sunglasses for protecting your eyes. The medium size frame Fits medium sized faces while the mineral glass lenses Are tinted to provide 100%; UVA/UVB protection from harmful sun rays. The 6 base lens curve is pretty flat at the front, which combines with the round shape for daily wear around town. Features of the OTIS Up All Night Sunglasses Mineral Glass: Mineral glass is created from natural elements like sand and soda ash. It's endlessly recyclable and harmless to humans and animals alike. It's High resistance to scratching and lack of distortion make it the world's best lens material. It really does have to be mineral glass 100% UVA/UVB Protection: All OTIS fixed-tint lenses block 100% of harmful UVA, UVB and HEV light to provide superior protection from solar damage causing intraocular melanoma and macular degeneration, as well as reducing eye fatigue and reducing the visible signs of aging, while maintaining True color and depth perception 6 Base Lens Curve: Lens 'Base Curve' is a measure of the front curvature of the lens, Higher the number, the greater the curve, 6 base lenses Are generally flatter across the front, 8 base lenses have a greater curve for a more 'wrapped' look Handmade Acetate Frames: Made with premium quality acetate (originating from renewable resources Wood pulp and cotton fibre) the ideal material for making durable eyewear, Its hue is embedded within the product rather than sprayed onto the surface, retaining color brightness and preventing peeling and fading, OTIS handmade frames have stainless steel wires injected into the temples for adjustability - a task best performed by an eye cAre professional Vissottica Hinges With Stainless Steel Screws: OTIS frames Are produced with High quality 3, 5 and 7 barrel hinges, these premium grade vissottica brand hinges Are extremely durable and boast 100% corrosion resistance Sizing: 48.5 G?? 25 G?? 145 (mm)",178,Apparel & Accessories > Clothing Accessories > Sunglasses,https://s7ondemand1.scene7.com/is/image/MoosejawMB/10549306x1250939_zm?$product1000$,Men's Accessories;Men's Accessories/Sunglasses;,229.95,,137.99,137.99,TRUE,,,OTIS Eyewear,10-1702P,9339740019388,6935913,Matte Amber Tort/Brown Polarized,unisex,One Size,New,https://www.moosejaw.com/product/otis-up-all-night-sunglasses_10549306,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.163572.156074.BE8E64811E10C72A.ED1B18FAF36882A1.6935913
28521,161802.156074.AEDE266FF88FCAD6.C97AB5AEE6D4FBBA.618119808594,Flylow Laser Hiking Shorts,,"We designed the Laser Short for mountain bikers who want a slim profile and clean, streamlined design to get them uphill fast, so they can enjoy the way down. Laser cut vents keep you cool, while one perfect pocket stores what you need. The short comes in two inseam options: 13-inch inseam for classic DH or enduro riders or a 10-inch option for everyone else. Intuitive™ IQ MTB fabric   94.5% nylon, 5.5% spandex  PFC-free DWR treated  40+ UPF  Moisture wicking, quick drying  10 or 13-inch inseam   Zippered, phone-compatible thigh pocket  Low-profile, no-bulk fly",2770,Apparel & Accessories > Clothing > Shorts,https://images.the-house.com/flylow-laser-hiking-shorts-black-22-thumb.jpg,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Shorts;,110,,55.59,55.59,TRUE,,,Flylow,1039-010-2204,,618119808594,Black,,,New,https://www.the-house.com/fllmblar196zz-flylow-performance-shirts,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.161802.156074.AEDE266FF88FCAD6.C97AB5AEE6D4FBBA.618119808594
20247,185820.156074.2CC37263ACDC24EF.84E81408D3C1D633.134434488,"Magellan Outdoors Men’s Buck Club T-Shirt Maroon, Large - Men's Outdoor Graphic Tees at Academy Sports",,"The Magellan Outdoors Men’s Buck Club T-shirt features 65% cotton and 35% polyester construction and has a colorful buck scene printed on the back. Magellan Outdoors Men’s Buck Club T-Shirt Maroon, Large - Men's Outdoor Graphic Tees at Academy Sports",212,Apparel & Accessories > Clothing > Shirts & Tops,https://academy.scene7.com/is/image/academy/21002132?wid=800&hei=800,Clothing;Clothing/Shirts & Tops;Clothing/Shirts & Tops/Tees & Tanks;,9.99,,7.49,7.49,TRUE,,,Magellan Outdoors,SPMGSS1192RD,196480013262,134434488,Maroon,,,New,,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.84E81408D3C1D633.134434488
21091,185820.156074.2CC37263ACDC24EF.490E0CB52EAC9CB1.117718104,"Levi's Men's 505 Regular Fit Jean Rinse Stretch, 40"" - Men's Casual Jeans at Academy Sports",,"The Levi's Men's 505 Regular Fit Jean features straight legs and plenty of room through the seat and thigh for a comfortable fit. Levi's Men's 505 Regular Fit Jean Rinse Stretch, 40"" - Men's Casual Jeans at Academy Sports",204,Apparel & Accessories > Clothing > Pants,https://academy.scene7.com/is/image/academy/20276914?wid=800&hei=800,Clothing;Clothing/Pants & Bottoms;Clothing/Pants & Bottoms/Jeans;,69.5,,52.12,52.12,TRUE,,,Levi's,00505-1453,885608792850,117718104,Rinse Stretch,,,New,https://www.academy.com/p/levis-mens-505-regular-fit-jean-200008309?sku=rinse-stretch-40-32,https://track.flexlinks.com/p.ashx?foc=101&fopid=1336554.185820.156074.2CC37263ACDC24EF.490E0CB52EAC9CB1.117718104
